,id,spoken_languages
24474,26397,français
24475,83860,english
24476,79890,pусский
24477,79890,english
24478,79890,deutsch
24479,81675,română
24480,59045,italiano
24481,43026,français
24482,168210,english
24483,168210,italiano
24484,62116,français
24485,70876,english
24486,57243,français
24487,57243,español
24488,29694,english
24489,29694,deutsch
24490,29694,italiano
24491,52454,english
24492,52454,français
24493,52454,español
24494,71672,english
24495,144454,no language
24496,77495,español
24497,55198,日本語
24498,71254,english
24499,71254,普通话
24500,202941,english
24501,27709,english
24502,53033,english
24503,32708,français
24504,276220,wolof
24505,36427,english
24506,45569,english
24507,17790,deutsch
24508,17790,english
24509,15086,english
24510,15086,français
24511,48458,english
24512,85883,français
24513,25831,english
24514,116231,français
24515,52264,français
24516,77076,italiano
24517,79707,日本語
24518,79548,english
24519,72213,english
24520,17345,english
24521,57214,english
24522,73723,english
24523,25228,svenska
24524,73937,english
24525,18705,english
24526,75674,english
24527,75674,pусский
24528,38674,english
24529,46813,english
24530,82620,english
24531,59962,english
24532,53418,english
24533,53420,english
24534,26642,english
24535,49529,english
24536,123320,suomi
24537,44246,deutsch
24538,44246,türkçe
24539,59974,english
24540,196784,english
24541,196784,deutsch
24542,119364,english
24543,74406,english
24544,53419,english
24545,47650,english
24546,68450,english
24547,79108,español
24548,79108,français
24549,64288,english
24550,288098,bosanski
24551,288098,français
24552,46101,日本語
24553,74387,english
24554,267197,bosanski
24555,178543,bahasa indonesia
24556,288291,español
24557,288291,english
24558,80184,español
24559,52349,français
24560,3051,english
24561,48373,english
24562,47682,english
24563,20683,日本語
24564,77949,français
24565,77949,english
24566,41411,français
24567,41411,deutsch
24568,41411,
24569,45595,english
24570,28524,english
24571,92117,english
24572,92117,português
24573,37928,日本語
24574,91010,english
24575,63493,english
24576,42507,한국어/조선말
24577,64688,english
24578,82532,english
24579,14346,english
24580,61020,português
24581,61020,english
24582,261035,english
24583,37942,english
24584,25435,english
24585,144326,广州话 / 廣州話
24586,144326,english
24587,170936,english
24588,64786,ภาษาไทย
24589,79374,한국어/조선말
24590,81796,english
24591,59421,한국어/조선말
24592,81390,english
24593,81390,italiano
24594,28063,italiano
24595,67748,english
24596,61984,日本語
24597,52826,english
24598,113038,english
24599,113038,اردو
24600,45273,english
24601,36944,english
24602,213938,فارسی
24603,79754,español
24604,64108,english
24605,99698,français
24606,145504,español
24607,145504,
24608,229670,svenska
24609,42147,italiano
24610,80304,english
24611,80304,español
24612,56591,english
24613,83195,普通话
24614,40056,english
24615,48038,english
24616,79221,polski
24617,214857,english
24618,80767,日本語
24619,82533,english
24620,74237,english
24621,64992,普通话
24622,61895,english
24623,67696,english
24624,33569,íslenska
24625,81025,english
24626,77553,english
24627,35435,日本語
24628,44734,日本語
24629,89191,اردو
24630,89191,english
24631,158068,日本語
24632,94204,english
24633,57165,english
24634,44032,english
24635,96398,हिन्दी
24636,42998,italiano
24637,74308,english
24638,100656,english
24639,26881,english
24640,86820,english
24641,10679,english
24642,10679,deutsch
24643,28533,italiano
24644,74777,english
24645,70845,english
24646,71552,english
24647,94329,bahasa indonesia
24648,22970,english
24649,22970,日本語
24650,81342,français
24651,81342,español
24652,74306,english
24653,80432,english
24654,2929,no language
24655,72958,বাংলা
24656,178535,العربية
24657,51991,français
24658,251797,suomi
24659,28136,english
24660,43309,english
24661,28912,italiano
24662,37586,türkçe
24663,256044,bahasa melayu
24664,73889,english
24665,73889,deutsch
24666,73889,español
24667,37084,english
24668,85052,हिन्दी
24669,85050,हिन्दी
24670,258227,română
24671,72551,עִבְרִית
24672,85033,français
24673,91070,english
24674,14686,english
24675,56180,español
24676,92182,english
24677,75778,english
24678,42960,deutsch
24679,42960,suomi
24680,76489,english
24681,70436,english
24682,76346,english
24683,76346,português
24684,54271,english
24685,62764,english
24686,44833,english
24687,44833,ภาษาไทย
24688,50365,français
24689,206953,english
24690,45993,日本語
24691,206997,english
24692,73872,
24693,73872,italiano
24694,28715,english
24695,82327,english
24696,82327,dansk
24697,82327,deutsch
24698,82327,français
24699,74534,हिन्दी
24700,74534,english
24701,41120,english
24702,58287,bahasa indonesia
24703,111037,english
24704,77881,english
24705,109979,italiano
24706,73211,norsk
24707,73211,español
24708,40720,english
24709,60405,english
24710,91356,english
24711,63310,nederlands
24712,63310,français
24713,84404,english
24714,74447,english
24715,18591,english
24716,86416,english
24717,84660,한국어/조선말
24718,255772,pусский
24719,255772,??????
24720,75802,english
24721,39509,english
24722,88609,english
24723,84820,français
24724,31967,english
24725,31967,español
24726,45347,english
24727,121942,polski
24728,54081,हिन्दी
24729,37434,english
24730,86975,english
24731,48646,english
24732,37467,english
24733,37329,english
24734,72207,english
24735,19757,český
24736,85621,český
24737,61410,english
24738,111304,日本語
24739,74402,français
24740,68752,deutsch
24741,68752,pусский
24742,68752,english
24743,28891,english
24744,25154,english
24745,73336,english
24746,73336,español
24747,23281,english
24748,328918,english
24749,83330,english
24750,70386,english
24751,67660,english
24752,77877,english
24753,48008,english
24754,145878,english
24755,304375,english
24756,84569,english
24757,242621,english
24758,17347,nederlands
24759,17347,english
24760,43373,english
24761,284694,english
24762,79042,english
24763,73563,english
24764,73563,français
24765,72387,english
24766,72387,普通话
24767,72387,pусский
24768,106373,普通话
24769,28238,english
24770,89287,français
24771,105583,english
24772,253808,
24773,106605,english
24774,91352,english
24775,159900,no language
24776,162284,english
24777,57119,english
24778,148371,日本語
24779,15135,english
24780,66125,english
24781,66125,polski
24782,88478,english
24783,131476,ελληνικά
24784,25799,বাংলা
24785,25799,हिन्दी
24786,25799,english
24787,62213,english
24788,13486,english
24789,84177,svenska
24790,58390,english
24791,58390,italiano
24792,58390,فارسی
24793,58390,svenska
24794,89326,english
24795,92000,english
24796,92000,français
24797,40161,english
24798,135686,english
24799,77957,english
24800,63946,français
24801,63946,
24802,82624,shqip
24803,59835,deutsch
24804,59835,español
24805,92493,english
24806,92493,magyar
24807,92493,polski
24808,50037,english
24809,79934,português
24810,73963,english
24811,73881,français
24812,73881,deutsch
24813,159907,no language
24814,200157,english
24815,200157,deutsch
24816,26815,हिन्दी
24817,103243,हिन्दी
24818,84496,english
24819,111188,deutsch
24820,111188,english
24821,111188,español
24822,258253,ქართული
24823,51823,english
24824,51823,español
24825,61979,español
24826,76493,english
24827,76493,עִבְרִית
24828,80169,english
24829,80169,deutsch
24830,73517,日本語
24831,73600,english
24832,37497,english
24833,93084,english
24834,93084,français
24835,28500,english
24836,28500,deutsch
24837,231763,no language
24838,86850,english
24839,86850,français
24840,14400,français
24841,14400,english
24842,14400,srpski
24843,14400,português
24844,48620,english
24845,76011,english
24846,22683,english
24847,132122,italiano
24848,110573,français
24849,362151,suomi
24850,288165,français
24851,97038,español
24852,167408,english
24853,41154,english
24854,58595,english
24855,140036,suomi
24856,109016,english
24857,118131,english
24858,86812,english
24859,31559,english
24860,27646,english
24861,39401,deutsch
24862,39401,english
24863,25121,தமிழ்
24864,77561,español
24865,93856,english
24866,78206,english
24867,78206,français
24868,80742,español
24869,161460,english
24870,72197,english
24871,85546,français
24872,85546,english
24873,111839,english
24874,26864,español
24875,94363,english
24876,70981,
24877,70981,english
24878,111440,english
24879,35691,english
24880,92591,english
24881,79990,हिन्दी
24882,101288,english
24883,77084,english
24884,77084,
24885,77084,español
24886,36334,english
24887,36334,deutsch
24888,12645,english
24889,169747,english
24890,169022,한국어/조선말
24891,86555,english
24892,50077,english
24893,50077,deutsch
24894,48392,svenska
24895,106020,english
24896,104396,no language
24897,50647,english
24898,85293,english
24899,43598,english
24900,83666,english
24901,45054,english
24902,72477,english
24903,82825,english
24904,82825,हिन्दी
24905,103269,english
24906,79382,日本語
24907,61296,français
24908,80151,english
24909,80389,english
24910,80389,español
24911,26583,english
24912,50601,english
24913,50601,ქართული
24914,45244,
24915,49830,english
24916,13640,english
24917,44473,français
24918,37000,français
24919,54484,english
24920,60592,svenska
24921,109379,français
24922,109379,български език
24923,169652,italiano
24924,64836,english
24925,64836,pусский
24926,25564,english
24927,61125,suomi
24928,85435,english
24929,79995,english
24930,12255,english
24931,83723,english
24932,49014,english
24933,68472,english
24934,72358,english
24935,72334,english
24936,201703,english
24937,84332,english
24938,80321,english
24939,80321,español
24940,80321,ภาษาไทย
24941,71326,english
24942,109018,english
24943,64456,english
24944,64456,español
24945,65421,no language
24946,43337,no language
24947,68818,español
24948,68818,english
24949,84355,english
24950,20847,pусский
24951,48210,français
24952,48210,ελληνικά
24953,39144,日本語
24954,39145,日本語
24955,22855,english
24956,55215,english
24957,56191,日本語
24958,48393,español
24959,66956,français
24960,46469,afrikaans
24961,46469,nederlands
24962,46469,english
24963,116776,日本語
24964,39100,日本語
24965,39100,english
24966,62177,english
24967,13313,english
24968,63193,english
24969,63193,italiano
24970,379689,italiano
24971,52462,deutsch
24972,39101,english
24973,39101,日本語
24974,13761,english
24975,86467,český
24976,86467,english
24977,86467,français
24978,76494,english
24979,81836,italiano
24980,81836,english
24981,212622,english
24982,72331,english
24983,3556,english
24984,42621,english
24985,42621,español
24986,89874,english
24987,44877,english
24988,195056,english
24989,81115,english
24990,68684,english
24991,27550,svenska
24992,92352,english
24993,173891,english
24994,18150,english
24995,96399,español
24996,96399,english
24997,40171,한국어/조선말
24998,34494,italiano
24999,86157,pусский
25000,154115,广州话 / 廣州話
25001,80585,english
25002,80585,ภาษาไทย
25003,88005,english
25004,13042,english
25005,13042,no language
25006,13932,english
25007,29860,english
25008,29860,español
25009,48747,english
25010,48747,français
25011,13062,english
25012,13933,english
25013,13933,no language
25014,44095,english
25015,28380,english
25016,72105,english
25017,100046,english
25018,13927,english
25019,77930,english
25020,67619,english
25021,39103,english
25022,39103,日本語
25023,24752,english
25024,24752,日本語
25025,52639,english
25026,151168,english
25027,26974,한국어/조선말
25028,24729,english
25029,83770,english
25030,83770,français
25031,50590,english
25032,39104,日本語
25033,34433,
25034,78999,english
25035,76333,español
25036,95516,english
25037,1930,english
25038,39105,português
25039,39105,español
25040,39105,日本語
25041,148811,english
25042,21506,日本語
25043,86985,dansk
25044,86985,english
25045,86985,polski
25046,38728,日本語
25047,42226,français
25048,42226,deutsch
25049,23823,english
25050,16624,no language
25051,57800,english
25052,84175,english
25053,173580,english
25054,61111,english
25055,61111,ελληνικά
25056,98548,english
25057,86664,日本語
25058,71722,日本語
25059,264393,日本語
25060,131653,ελληνικά
25061,200281,español
25062,82525,english
25063,25913,english
25064,104997,suomi
25065,155288,english
25066,155288,deutsch
25067,16059,dansk
25068,52311,english
25069,86980,ภาษาไทย
25070,86980,svenska
25071,86980,norsk
25072,86980,english
25073,208988,english
25074,57346,english
25075,66025,english
25076,105567,english
25077,11680,français
25078,5965,english
25079,5965,polski
25080,31218,english
25081,13926,english
25082,13926,no language
25083,40770,english
25084,75810,english
25085,59706,english
25086,13929,english
25087,13929,no language
25088,96534,english
25089,103370,english
25090,32050,english
25091,62289,english
25092,80468,english
25093,51794,türkçe
25094,51794,english
25095,53804,हिन्दी
25096,31680,广州话 / 廣州話
25097,31680,日本語
25098,83191,english
25099,83191,français
25100,83191,deutsch
25101,80035,english
25102,65997,français
25103,57215,english
25104,93676,english
25105,93676,日本語
25106,84165,english
25107,84165,français
25108,84165,italiano
25109,45945,deutsch
25110,45945,english
25111,50053,english
25112,279159,한국어/조선말
25113,44125,português
25114,43580,english
25115,73567,english
25116,172214,english
25117,82877,english
25118,44251,日本語
25119,50388,日本語
25120,50388,español
25121,19575,english
25122,39106,日本語
25123,39107,日本語
25124,55184,suomi
25125,148807,english
25126,148807,lietuvikai
25127,14863,english
25128,86593,english
25129,78571,english
25130,78571,français
25131,43852,english
25132,43858,english
25133,101325,english
25134,102431,english
25135,16716,english
25136,52906,english
25137,61539,deutsch
25138,61539,español
25139,13928,no language
25140,13930,english
25141,103332,english
25142,103332,français
25143,64635,english
25144,25048,english
25145,73943,english
25146,55680,english
25147,75229,norsk
25148,75229,polski
25149,75229,svenska
25150,22059,english
25151,32171,日本語
25152,103747,english
25153,28465,english
25154,56909,italiano
25155,39108,日本語
25156,39323,日本語
25157,73335,english
25158,34125,english
25159,34125,deutsch
25160,8736,français
25161,16130,english
25162,16130,français
25163,109459,english
25164,320917,english
25165,35402,pусский
25166,35402,english
25167,80410,english
25168,51365,deutsch
25169,51365,français
25170,39324,日本語
25171,18095,català
25172,18095,日本語
25173,94570,no language
25174,76696,español
25175,68143,english
25176,102630,english
25177,122924,english
25178,18443,english
25179,155341,english
25180,38256,français
25181,38256,español
25182,58159,english
25183,81436,english
25184,105978,english
25185,94548,english
25186,100683,english
25187,59296,english
25188,13676,english
25189,85593,english
25190,37724,english
25191,131997,ελληνικά
25192,58383,italiano
25193,77287,english
25194,20106,français
25195,21145,français
25196,63988,english
25197,77953,english
25198,116019,suomi
25199,116019,svenska
25200,85414,english
25201,82696,english
25202,24410,日本語
25203,70872,日本語
25204,38202,deutsch
25205,36996,english
25206,84327,english
25207,118984,english
25208,20499,english
25209,100910,english
25210,45792,english
25211,8266,english
25212,8266,français
25213,8266,deutsch
25214,8266,italiano
25215,314070,english
25216,51190,suomi
25217,50090,한국어/조선말
25218,77068,english
25219,46888,english
25220,49958,english
25221,32327,english
25222,50696,日本語
25223,133523,ελληνικά
25224,43121,日本語
25225,133373,polski
25226,71719,日本語
25227,79771,english
25228,79771,deutsch
25229,34800,广州话 / 廣州話
25230,21537,广州话 / 廣州話
25231,68649,日本語
25232,84383,english
25233,84383,français
25234,126420,español
25235,126420,nederlands
25236,126420,français
25237,126420,english
25238,126420,deutsch
25239,104241,日本語
25240,93188,français
25241,75595,english
25242,95506,日本語
25243,78263,اردو
25244,38034,普通话
25245,77174,english
25246,82650,english
25247,40572,český
25248,40572,english
25249,208579,
25250,97088,deutsch
25251,36859,english
25252,75680,english
25253,458428,español
25254,79224,한국어/조선말
25255,85836,日本語
25256,84203,english
25257,84184,english
25258,121210,العربية
25259,121210,français
25260,118013,english
25261,109513,english
25262,109513,français
25263,109513,polski
25264,14196,english
25265,109584,english
25266,73846,english
25267,93934,français
25268,14128,english
25269,83384,english
25270,84289,english
25271,76360,english
25272,1556,日本語
25273,118624,한국어/조선말
25274,49526,普通话
25275,49526,english
25276,83539,pусский
25277,101482,english
25278,30785,english
25279,42152,deutsch
25280,71864,english
25281,71864,español
25282,82633,english
25283,57330,magyar
25284,71668,english
25285,71725,
25286,89691,english
25287,31074,english
25288,84340,english
25289,26556,english
25290,202043,english
25291,216035,english
25292,137625,español
25293,84334,english
25294,77883,english
25295,127521,english
25296,127521,français
25297,127521,español
25298,119698,english
25299,119698,polski
25300,48034,français
25301,110491,english
25302,79694,english
25303,83540,english
25304,108762,suomi
25305,376394,english
25306,215999,english
25307,134012,ελληνικά
25308,83403,english
25309,83403,magyar
25310,239368,english
25311,39369,english
25312,39369,français
25313,12677,english
25314,12677,español
25315,27349,english
25316,27349,deutsch
25317,27349,svenska
25318,67429,deutsch
25319,67429,english
25320,67429,français
25321,83660,english
25322,84174,english
25323,83686,english
25324,83686,français
25325,84344,dansk
25326,84344,english
25327,84344,ภาษาไทย
25328,53336,english
25329,35623,עִבְרִית
25330,86785,italiano
25331,27146,english
25332,27146,français
25333,114150,english
25334,77948,english
25335,77948,español
25336,84281,english
25337,46493,日本語
25338,112090,english
25339,112090,français
25340,112090,pусский
25341,85341,français
25342,85341,english
25343,37661,english
25344,130458,español
25345,89708,english
25346,59967,english
25347,84188,english
25348,84188,français
25349,84188,deutsch
25350,122080,
25351,87428,english
25352,26505,english
25353,15895,english
25354,28218,english
25355,97795,english
25356,70808,deutsch
25357,81215,english
25358,81215,kinyarwanda
25359,94108,italiano
25360,71827,日本語
25361,149145,no language
25362,126278,english
25363,84329,english
25364,122492,suomi
25365,77461,العربية
25366,77461,english
25367,77461,pусский
25368,84169,普通话
25369,84169,english
25370,24421,english
25371,82510,english
25372,117408,italiano
25373,96973,english
25374,16640,english
25375,71679,english
25376,87825,english
25377,88075,español
25378,88075,english
25379,89455,english
25380,89455,deutsch
25381,89455,العربية
25382,89455,français
25383,89455,português
25384,89455,pусский
25385,148857,deutsch
25386,157903,no language
25387,43599,english
25388,70090,english
25389,70090,français
25390,70090,italiano
25391,74103,français
25392,74103,deutsch
25393,84347,english
25394,100529,english
25395,68722,english
25396,49049,english
25397,179251,english
25398,137145,english
25399,60599,english
25400,98369,english
25401,20069,italiano
25402,42399,italiano
25403,129535,english
25404,84190,english
25405,78464,pусский
25406,106124,český
25407,64454,deutsch
25408,4822,english
25409,55723,english
25410,67441,français
25411,67441,español
25412,19823,english
25413,112973,english
25414,38091,español
25415,122930,english
25416,128280,english
25417,77016,english
25418,77016,español
25419,52432,english
25420,84348,english
25421,47059,english
25422,84892,english
25423,103663,dansk
25424,103663,polski
25425,103663,english
25426,103328,français
25427,111174,english
25428,115712,íslenska
25429,52767,فارسی
25430,91911,english
25431,102784,português
25432,88036,english
25433,88036,français
25434,68663,english
25435,51996,english
25436,51996,italiano
25437,51996,polski
25438,51996,español
25439,75638,english
25440,82675,english
25441,82675,türkçe
25442,82675,العربية
25443,82390,english
25444,83589,english
25445,38719,english
25446,76703,français
25447,97310,english
25448,17165,日本語
25449,223195,english
25450,270372,nederlands
25451,270372,english
25452,148408,italiano
25453,255948,français
25454,255948,日本語
25455,255948,ภาษาไทย
25456,128203,suomi
25457,88273,deutsch
25458,88273,dansk
25459,88273,english
25460,88273,français
25461,82505,english
25462,128564,english
25463,5422,italiano
25464,86703,english
25465,83670,english
25466,127700,english
25467,42203,english
25468,45397,广州话 / 廣州話
25469,45397,english
25470,126509,english
25471,77462,français
25472,85735,english
25473,85735,français
25474,91913,íslenska
25475,83801,français
25476,79172,english
25477,64071,english
25478,86597,français
25479,110160,français
25480,110160,english
25481,101731,english
25482,74830,english
25483,82096,english
25484,80271,english
25485,64897,français
25486,105348,český
25487,110146,english
25488,142585,english
25489,84342,english
25490,15936,english
25491,104306,český
25492,97365,english
25493,97365,français
25494,97365,polski
25495,124597,日本語
25496,42628,english
25497,42628,日本語
25498,124423,日本語
25499,81678,english
25500,41996,english
25501,103640,हिन्दी
25502,10089,english
25503,123359,español
25504,84577,english
25505,70667,svenska
25506,70667,norsk
25507,70667,english
25508,70667,français
25509,101267,english
25510,57230,pусский
25511,43687,english
25512,134738,english
25513,71720,日本語
25514,135312,english
25515,170263,svenska
25516,76960,suomi
25517,76960,български език
25518,76960,english
25519,53898,english
25520,77269,english
25521,77269,deutsch
25522,77269,português
25523,77269,español
25524,112678,english
25525,170517,english
25526,110336,english
25527,91250,english
25528,131671,english
25529,262243,english
25530,537,français
25531,84180,english
25532,47405,norsk
25533,135547,english
25534,135547,kiswahili
25535,90125,english
25536,62214,english
25537,15004,english
25538,15004,français
25539,61372,english
25540,151232,français
25541,161456,suomi
25542,82507,english
25543,82507,português
25544,82507,français
25545,82507,
25546,288121,english
25547,92171,english
25548,13830,english
25549,13830,português
25550,64291,english
25551,38753,english
25552,102639,english
25553,76492,english
25554,207459,english
25555,110354,english
25556,69778,english
25557,196738,english
25558,283101,deutsch
25559,283101,english
25560,288421,english
25561,16387,english
25562,97683,english
25563,97683,português
25564,33390,english
25565,33391,english
25566,39062,english
25567,109600,हिन्दी
25568,109600,english
25569,40709,pусский
25570,48202,english
25571,71723,日本語
25572,34078,english
25573,35253,english
25574,68734,english
25575,68734,فارسی
25576,86838,english
25577,86838,tiếng việt
25578,84317,italiano
25579,84317,english
25580,79697,english
25581,134371,english
25582,109843,english
25583,84306,english
25584,40075,italiano
25585,39779,english
25586,86726,english
25587,116463,english
25588,99579,english
25589,99579,français
25590,99579,deutsch
25591,99579,italiano
25592,72391,english
25593,84284,english
25594,84351,english
25595,105210,日本語
25596,105210,latin
25597,78604,deutsch
25598,57722,english
25599,57722,français
25600,131837,english
25601,89723,english
25602,57089,english
25603,95503,日本語
25604,75736,english
25605,202973,english
25606,27543,english
25607,122928,english
25608,108512,日本語
25609,149190,italiano
25610,45000,français
25611,50950,svenska
25612,288105,english
25613,288413,english
25614,98303,english
25615,55327,deutsch
25616,55327,français
25617,55327,english
25618,32904,english
25619,82642,english
25620,50845,français
25621,95508,日本語
25622,91122,english
25623,84286,english
25624,80280,français
25625,80280,català
25626,80280,español
25627,110525,english
25628,117691,हिन्दी
25629,122804,english
25630,27480,english
25631,82618,español
25632,82618,english
25633,99770,français
25634,72479,english
25635,106016,english
25636,106016,español
25637,116167,english
25638,43172,english
25639,60985,español
25640,49846,français
25641,97690,english
25642,97690,deutsch
25643,135368,english
25644,135368,français
25645,82485,english
25646,82485,polski
25647,9736,français
25648,82990,english
25649,135161,polski
25650,59897,english
25651,99650,dansk
25652,121823,english
25653,121823,普通话
25654,66893,italiano
25655,42712,日本語
25656,98066,english
25657,86759,english
25658,71261,日本語
25659,6078,english
25660,75244,english
25661,48770,english
25662,94104,english
25663,94348,english
25664,94348,deutsch
25665,84172,dansk
25666,84172,français
25667,84172,
25668,84172,english
25669,83542,english
25670,288122,english
25671,17216,english
25672,17216,deutsch
25673,108901,english
25674,85741,français
25675,133557,english
25676,91030,deutsch
25677,89638,english
25678,17375,english
25679,61012,english
25680,288193,english
25681,27420,english
25682,26233,english
25683,26233,italiano
25684,24863,english
25685,43937,english
25686,149763,deutsch
25687,86983,français
25688,86983,svenska
25689,41530,dansk
25690,61997,english
25691,37635,english
25692,72245,普通话
25693,128158,فارسی
25694,43761,فارسی
25695,82684,english
25696,117266,english
25697,87826,english
25698,262988,english
25699,288298,svenska
25700,51911,english
25701,127756,english
25702,126797,english
25703,64689,english
25704,84287,english
25705,84318,english
25706,113947,english
25707,288117,english
25708,288295,english
25709,288284,english
25710,56558,english
25711,88912,english
25712,39814,english
25713,65049,english
25714,128248,gaeilge
25715,128248,english
25716,128639,english
25717,84341,english
25718,13078,english
25719,82690,english
25720,47878,english
25721,27058,english
25722,82693,english
25723,87502,english
25724,84170,العربية
25725,84170,עִבְרִית
25726,96724,pусский
25727,96724,english
25728,87827,english
25729,87827,français
25730,87827,हिन्दी
25731,87827,日本語
25732,87827,普通话
25733,87827,தமிழ்
25734,74545,english
25735,84226,english
25736,84226,deutsch
25737,97430,english
25738,85544,español
25739,288438,english
25740,84194,english
25741,125623,français
25742,118957,english
25743,46429,english
25744,46429,français
25745,45961,english
25746,119639,english
25747,26405,english
25748,82631,english
25749,123105,english
25750,102640,english
25751,133458,français
25752,133458,italiano
25753,133458,svenska
25754,138122,हिन्दी
25755,84308,español
25756,35683,english
25757,286267,suomi
25758,135647,english
25759,105531,english
25760,121879,english
25761,13391,日本語
25762,79070,français
25763,110540,english
25764,24617,english
25765,34004,english
25766,77878,english
25767,77878,
25768,32694,english
25769,88564,pусский
25770,14720,français
25771,19139,english
25772,127493,svenska
25773,127493,english
25774,86837,français
25775,109516,english
25776,98631,日本語
25777,95808,english
25778,62580,français
25779,20528,日本語
25780,38030,广州话 / 廣州話
25781,38030,普通话
25782,40343,english
25783,42939,english
25784,65851,english
25785,19794,english
25786,114606,český
25787,114606,english
25788,114606,polski
25789,84166,english
25790,52001,english
25791,52001,français
25792,52001,deutsch
25793,121602,普通话
25794,58790,english
25795,78049,english
25796,12594,english
25797,80215,english
25798,123025,english
25799,123025,français
25800,121793,english
25801,121793,français
25802,43652,deutsch
25803,56928,english
25804,82911,english
25805,149586,english
25806,45585,français
25807,72976,english
25808,135708,english
25809,137429,english
25810,53354,français
25811,68280,français
25812,73935,english
25813,37343,english
25814,91549,english
25815,144271,english
25816,144271,français
25817,144271,עִבְרִית
25818,84288,english
25819,135718,हिन्दी
25820,51956,english
25821,50620,english
25822,82099,english
25823,16276,français
25824,16276,pусский
25825,63172,français
25826,59517,english
25827,58547,english
25828,84323,english
25829,60747,english
25830,60747,한국어/조선말
25831,85878,广州话 / 廣州話
25832,85878,普通话
25833,81188,français
25834,81188,english
25835,45314,english
25836,59434,français
25837,25746,日本語
25838,49363,日本語
25839,108282,english
25840,156180,português
25841,13678,english
25842,13678,français
25843,62012,français
25844,13728,français
25845,101519,english
25846,22969,english
25847,50675,english
25848,32070,english
25849,114958,english
25850,97614,english
25851,16277,français
25852,98536,english
25853,245984,english
25854,190407,english
25855,185147,english
25856,129609,日本語
25857,288111,english
25858,288111,français
25859,288146,english
25860,30998,italiano
25861,30998,עִבְרִית
25862,30998,english
25863,43363,english
25864,51389,english
25865,249264,english
25866,84326,english
25867,84326,pусский
25868,16016,dansk
25869,102780,english
25870,112136,english
25871,91930,english
25872,119431,english
25873,85446,english
25874,89702,english
25875,62069,svenska
25876,70584,english
25877,70584,español
25878,135313,english
25879,288293,日本語
25880,285594,english
25881,94480,english
25882,24409,english
25883,62720,english
25884,75204,english
25885,48161,english
25886,48161,français
25887,48161,norsk
25888,114490,english
25889,288292,english
25890,288296,español
25891,144784,english
25892,82685,english
25893,38716,english
25894,53778,english
25895,104859,english
25896,104859,français
25897,80440,italiano
25898,80440,français
25899,80440,english
25900,185934,english
25901,229610,english
25902,31621,english
25903,18666,广州话 / 廣州話
25904,18666,普通话
25905,46111,普通话
25906,40829,普通话
25907,40829,广州话 / 廣州話
25908,46114,普通话
25909,4311,français
25910,33360,français
25911,10792,français
25912,10792,magyar
25913,70863,english
25914,82708,eesti
25915,82708,français
25916,82708,deutsch
25917,82708,pусский
25918,143800,polski
25919,140420,english
25920,18758,广州话 / 廣州話
25921,18758,普通话
25922,18735,deutsch
25923,18735,普通话
25924,18735,pусский
25925,19274,广州话 / 廣州話
25926,19274,普通话
25927,46124,广州话 / 廣州話
25928,46124,普通话
25929,18867,广州话 / 廣州話
25930,18867,普通话
25931,220106,français
25932,26152,français
25933,13679,français
25934,51594,english
25935,26168,english
25936,67079,english
25937,28790,english
25938,21317,english
25939,94380,english
25940,49522,english
25941,49522,pусский
25942,125504,english
25943,40900,english
25944,38425,广州话 / 廣州話
25945,38425,普通话
25946,18741,广州话 / 廣州話
25947,91333,český
25948,91333,english
25949,57529,english
25950,98545,english
25951,152795,english
25952,294261,english
25953,139325,español
25954,112336,english
25955,96821,italiano
25956,45006,english
25957,45006,deutsch
25958,93289,český
25959,93289,français
25960,104718,français
25961,104718,español
25962,104718,english
25963,80220,français
25964,128637,english
25965,83389,日本語
25966,71883,日本語
25967,259292,english
25968,259292,español
25969,43157,english
25970,97598,english
25971,55615,日本語
25972,288168,français
25973,61591,日本語
25974,25539,广州话 / 廣州話
25975,44594,english
25976,135225,suomi
25977,85525,한국어/조선말
25978,10044,广州话 / 廣州話
25979,18707,日本語
25980,18707,广州话 / 廣州話
25981,18707,english
25982,125409,english
25983,64362,français
25984,81850,日本語
25985,34280,english
25986,34280,français
25987,34280,italiano
25988,34280,español
25989,146405,english
25990,76349,français
25991,76349,普通话
25992,76349,english
25993,45682,普通话
25994,10275,广州话 / 廣州話
25995,10275,普通话
25996,37030,deutsch
25997,37030,普通话
25998,80387,english
25999,36960,english
26000,36960,polski
26001,37032,普通话
26002,81179,english
26003,147829,english
26004,88284,deutsch
26005,110392,english
26006,38769,français
26007,38769,english
26008,200447,english
26009,77012,english
26010,49051,english
26011,288290,pусский
26012,288259,english
26013,288288,magyar
26014,288288,english
26015,15770,english
26016,15770,普通话
26017,35038,普通话
26018,20811,广州话 / 廣州話
26019,20811,english
26020,10852,广州话 / 廣州話
26021,127916,english
26022,87504,english
26023,84305,english
26024,84305,español
26025,48599,český
26026,76297,english
26027,106135,english
26028,18725,广州话 / 廣州話
26029,31027,广州话 / 廣州話
26030,10620,广州话 / 廣州話
26031,10620,english
26032,10616,english
26033,10616,français
26034,10616,日本語
26035,10616,polski
26036,411432,广州话 / 廣州話
26037,40004,français
26038,63481,français
26039,40722,english
26040,83738,english
26041,80717,français
26042,80717,polski
26043,80717,español
26044,76609,français
26045,8941,français
26046,64074,français
26047,64074,english
26048,117629,עִבְרִית
26049,288101,français
26050,76800,english
