,movieid,castid,character_name,actor_name,order
5389,435.0,19,Jack Hall,Dennis Quaid,0
5390,435.0,20,Sam Hall,Jake Gyllenhaal,1
5391,435.0,21,Laura Chapman,Emmy Rossum,2
5392,4599.0,2,Helen Harris,Kate Hudson,0
5393,4599.0,8,Pastor Dan Parker,John Corbett,1
5394,4599.0,3,Jenny Portman,Joan Cusack,2
5395,673.0,1,Harry Potter,Daniel Radcliffe,0
5396,673.0,2,Ron Weasley,Rupert Grint,1
5397,673.0,45,Hermione Granger,Emma Watson,2
5398,16617.0,8,Gabe Jensen,LL Cool J,0
5399,16617.0,5,Lucas Harper,Jonny Lee Miller,1
5400,16617.0,6,Sara Moore,Kathryn Morris,2
5401,246.0,13,Zatôichi,Takeshi Kitano,0
5402,246.0,14,"Hattori, le garde du corps",Tadanobu Asano,1
5403,246.0,24,Tante O-Ume,Michiyo Ohkusu,2
5404,2789.0,1,Riddick,Vin Diesel,0
5405,2789.0,17,Dame Vaako,Thandie Newton,1
5406,2789.0,3,Vaako,Karl Urban,2
5407,8920.0,15,Garfield (voice),Bill Murray,0
5408,8920.0,12,Jon,Breckin Meyer,1
5409,8920.0,13,Liz,Jennifer Love Hewitt,2
5410,9890.0,19,Joanna Eberhart,Nicole Kidman,0
5411,9890.0,20,Walter Kresby,Matthew Broderick,1
5412,9890.0,21,Bobbie Markowitz,Bette Midler,2
5413,8193.0,2,Napoleon Dynamite,Jon Heder,0
5414,8193.0,3,Kip Dynamite,Aaron Ruell,1
5415,8193.0,4,Uncle Rico,Jon Gries,2
5416,11546.0,9,Eric Lassard,George Gaynes,0
5417,11546.0,10,Thaddeus Harris,G. W. Bailey,1
5418,11546.0,11,Debbie Callahan,Leslie Easterbrook,2
5419,9372.0,1,Himself,Morgan Spurlock,0
5420,9372.0,2,Himself (as Daryl M. Isaacs MD Internal Medicine),Daryl Isaacs,1
5421,9372.0,3,Herself (as Lisa Ganjhu D.O. Gastroenterologist & Hepatologist),Lisa Ganjhu,2
5422,662.0,8,Narrator (voice),Jean Négroni,0
5423,662.0,9,The woman,Hélène Chatelain,1
5424,662.0,10,The experimenter,Davos Hanich,2
5425,9542.0,1,Jim Halsey,C. Thomas Howell,0
5426,9542.0,2,John Ryder,Rutger Hauer,1
5427,9542.0,3,Nash,Jennifer Jason Leigh,2
5428,136.0,25,Hans,Harry Earles,0
5429,136.0,24,Frieda,Daisy Earles,1
5430,136.0,12,Cleopatra,Olga Baclanova,2
5431,10204.0,12,Passepartout / Lau Xing,Jackie Chan,0
5432,10204.0,18,Phileas Fogg,Steve Coogan,1
5433,10204.0,15,Monique Laroche,Cécile de France,2
5434,9472.0,1,Peter La Fleur,Vince Vaughn,0
5435,9472.0,2,Kate Veatch,Christine Taylor,1
5436,9472.0,3,White Goodman,Ben Stiller,2
5437,594.0,4,Viktor Navorski,Tom Hanks,0
5438,594.0,5,Amelia Warren,Catherine Zeta-Jones,1
5439,594.0,6,Frank Dixon,Stanley Tucci,2
5440,12153.0,17,Kevin Copeland,Shawn Wayans,0
5441,12153.0,18,Marcus Copeland,Marlon Wayans,1
5442,12153.0,19,Heather Vandergeld,Jaime King,2
5443,11036.0,4,Allie Hamilton,Rachel McAdams,0
5444,11036.0,5,Noah Calhoun,Ryan Gosling,1
5445,11036.0,6,Allie Calhoun,Gena Rowlands,2
5446,1997.0,11,Naï-Rea,Maï Anh Le,0
5447,1997.0,12,Aidan McRory,Guy Pearce,1
5448,1997.0,14,Seine Exzellenz,Oanh Nguyen,3
5449,3293.0,1,Steve Jobs,Noah Wyle,0
5450,3293.0,2,Steve Wozniak,Joey Slotnick,1
5451,3293.0,3,Ridley Scott,J.G. Hertzler,2
5452,2330.0,1,Daniel Morales,Samy Naceri,0
5453,2330.0,2,Émilien Coutant-Kerbalec,Frédéric Diefenthal,1
5454,2330.0,3,Lilly Bertineau,Marion Cotillard,2
5455,2334.0,1,Daniel Morales,Samy Naceri,0
5456,2334.0,2,Émilien Coutant-Kerbalec,Frédéric Diefenthal,1
5457,2334.0,3,Lilly Bertineau,Marion Cotillard,2
5458,13398.0,10,Miyuki,Aya Okamoto,0
5459,13398.0,12,Hana,Yoshiaki Umegaki,1
5460,13398.0,13,Gin,Toru Emori,2
5461,10780.0,9,Joanna Stayton,Goldie Hawn,0
5462,10780.0,10,Dean Proffitt,Kurt Russell,1
5463,10780.0,11,Grant Stayton III,Edward Herrmann,2
5464,1777.0,25,Himself (archive footage) (uncredited),Robert De Niro,0
5465,1777.0,3,himself,Michael Moore,1
5466,1777.0,4,himself (archive footage),George W. Bush,2
5467,11584.0,1,"C.D. ""Charlie"" Bales",Steve Martin,0
5468,11584.0,2,Roxanne Kowalski,Daryl Hannah,1
5469,11584.0,3,Chris McConnell,Rick Rossovich,2
5470,11884.0,1,Alex Rogan,Lance Guest,0
5471,11884.0,3,Maggie Gordon,Catherine Mary Stewart,1
5472,11884.0,24,Cheerleader,Suzanne Snyder,2
5473,558.0,33,Peter Parker / Spider-Man,Tobey Maguire,0
5474,558.0,37,Mary Jane Watson,Kirsten Dunst,1
5475,558.0,38,Harry Osborn,James Franco,2
5476,80.0,8,Jesse,Ethan Hawke,0
5477,80.0,13,Céline,Julie Delpy,1
5478,80.0,26,Bookstore Manager,Vernon Dobtcheff,2
5479,9477.0,1,Arthur,Clive Owen,0
5480,9477.0,2,Lancelot,Ioan Gruffudd,1
5481,9477.0,5,Guinevere,Keira Knightley,2
5482,8699.0,2,Ron Burgundy,Will Ferrell,0
5483,8699.0,1,Veronica Corningstone,Christina Applegate,1
5484,8699.0,3,Brian Fantana,Paul Rudd,2
5485,11247.0,1,Sam Montgomery,Hilary Duff,0
5486,11247.0,2,Fiona,Jennifer Coolidge,1
5487,11247.0,3,Austin Ames,Chad Michael Murray,2
5488,2048.0,20,Del Spooner,Will Smith,0
5489,2048.0,21,Susan Calvin,Bridget Moynahan,1
5490,2048.0,10,Sonny,Alan Tudyk,2
5491,2502.0,6,Jason Bourne,Matt Damon,0
5492,2502.0,7,Marie Helene Kreutz,Franka Potente,1
5493,2502.0,8,Ward Abbott,Brian Cox,2
5494,314.0,2,Patience Phillips / Catwoman,Halle Berry,0
5495,314.0,7,Tom Lone,Benjamin Bratt,1
5496,314.0,8,Laurel Hedare,Sharon Stone,2
5497,14462.0,1,Major Bennett Ezekiel Marco,Denzel Washington,0
5498,14462.0,2,Senator Eleanor Prentiss Shaw (D-VA),Meryl Streep,1
5499,14462.0,3,Congressman Raymond Prentiss Shaw (D-NY),Liev Schreiber,2
5500,6947.0,3,Ivy Walker,Bryce Dallas Howard,0
5501,6947.0,4,Lucius Hunt,Joaquin Phoenix,1
5502,6947.0,5,Noah Percy,Adrien Brody,2
5503,401.0,1,Andrew Largeman,Zach Braff,0
5504,401.0,6,Sam,Natalie Portman,1
5505,401.0,18,Gideon Largeman,Ian Holm,2
5506,1538.0,2,Vincent,Tom Cruise,0
5507,1538.0,3,Max,Jamie Foxx,1
5508,1538.0,4,Annie,Jada Pinkett Smith,2
5509,11282.0,1,Harold Lee,John Cho,0
5510,11282.0,2,Kumar Patel,Kal Penn,1
5511,11282.0,3,Maria,Paula Garcés,2
5512,11130.0,1,Mia Thermopolis,Anne Hathaway,0
5513,11130.0,2,Queen Clarisse Renaldi,Julie Andrews,1
5514,11130.0,3,Joe,Héctor Elizondo,2
5515,395.0,7,Alexa Woods,Sanaa Lathan,0
5516,395.0,8,Sebastian de Rosa,Raoul Bova,1
5517,395.0,9,Graeme Miller,Ewen Bremner,2
5518,10762.0,40,Dan Mott,Seth Green,0
5519,10762.0,27,Jerry Conlaine,Matthew Lillard,1
5520,10762.0,25,Tom Marshall,Dax Shepard,2
5521,11026.0,1,Father Merrin,Stellan Skarsgård,0
5522,11026.0,2,Sarah,Izabella Scorupco,1
5523,11026.0,3,Father Francis,James D'Arcy,2
5524,11237.0,1,Bill Johnson,Johnny Messner,0
5525,11237.0,2,Sam Rogers,KaDee Strickland,1
5526,11237.0,3,Dr. Jack Byron,Matthew Marsden,2
5527,11208.0,1,Matthew,Josh Hartnett,0
5528,11208.0,2,Alex,Rose Byrne,1
5529,11208.0,3,Luke,Matthew Lillard,2
5530,9759.0,20,Ryan Hewitt,Chris Evans,0
5531,9759.0,3,Jessica Martin,Kim Basinger,1
5532,9759.0,19,Ethan,Jason Statham,2
5533,1577.0,1,Alice,Milla Jovovich,0
5534,1577.0,4,Jill Valentine,Sienna Guillory,1
5535,1577.0,5,Carlos Olivera,Oded Fehr,2
5536,5137.0,2,Sky Captain,Jude Law,0
5537,5137.0,3,Polly Perkins,Gwyneth Paltrow,1
5538,5137.0,4,Dex,Giovanni Ribisi,2
5539,11823.0,13,Lizzie Bradbury,Kirsten Dunst,0
5540,11823.0,14,Peter Colt,Paul Bettany,1
5541,11823.0,15,Dennis Bradbury,Sam Neill,2
5542,13969.0,1,Samantha Mackenzie,Katie Holmes,0
5543,13969.0,2,James Lansome,Marc Blucas,1
5544,13969.0,3,President Mackenzie,Michael Keaton,2
5545,10145.0,9,Telly Paretta,Julianne Moore,0
5546,10145.0,10,Jim Paretta,Anthony Edwards,1
5547,10145.0,11,Eliot,Jessica Hecht,2
5548,1653.0,2,Ernesto Guevara de la Serna,Gael García Bernal,0
5549,1653.0,3,Alberto Granado,Rodrigo de la Serna,1
5550,1653.0,14,Celia de la Serna,Mercedes Morán,2
5551,747.0,2,Shaun,Simon Pegg,0
5552,747.0,3,Ed,Nick Frost,1
5553,747.0,4,Liz,Kate Ashfield,2
5554,4176.0,4,Hercule Poirot,Albert Finney,0
5555,4176.0,5,Mrs. Harriet Belinda Hubbard,Lauren Bacall,1
5556,4176.0,6,Signor Bianchi,Martin Balsam,2
5557,1492.0,1,Christopher Columbus,Gérard Depardieu,0
5558,1492.0,2,Sanchez,Armand Assante,1
5559,1492.0,3,Queen Isabella,Sigourney Weaver,2
5560,8689.0,3,Harold Monroe,Robert Kerman,0
5561,8689.0,4,Jack Anders,Perry Pirkanen,1
5562,8689.0,5,Mark Tomaso,Luca Barbareschi,2
5563,10555.0,12,Oscar (voice),Will Smith,0
5564,10555.0,13,Don Lino (voice),Robert De Niro,1
5565,10555.0,14,Angie (voice),Renée Zellweger,2
5566,11128.0,1,Jack Morrison,Joaquin Phoenix,0
5567,11128.0,2,Captain Mike Kennedy,John Travolta,1
5568,11128.0,3,Linda Morrison,Jacinda Barrett,2
5569,1599.0,1,Albert Markovski,Jason Schwartzman,0
5570,1599.0,2,Bernard,Dustin Hoffman,1
5571,1599.0,3,Vivian,Lily Tomlin,2
5572,14024.0,1,Teresa 'Terri' Fletcher,Hilary Duff,0
5573,14024.0,2,Jay Corgan,Oliver James,1
5574,14024.0,3,Simon Fletcher,David Keith,2
5575,11045.0,1,Isabelle 'Belle' Williams,Queen Latifah,0
5576,11045.0,2,Andrew 'Andy' Washburn,Jimmy Fallon,1
5577,11045.0,5,Vanessa,Gisele Bündchen,2
5578,14337.0,1,Aaron,Shane Carruth,0
5579,14337.0,2,Abe,David Sullivan,1
5580,14337.0,6,Robert,Casey Gooden,2
5581,4380.0,14,John Clark,Richard Gere,0
5582,4380.0,15,Paulina,Jennifer Lopez,1
5583,4380.0,16,Beverly Clark,Susan Sarandon,2
5584,3989.0,4,Gary Johnston (voice) / Joe (voice) / Kim Jong Il (voice) / Hans Blix (voice) / Carson (voice) / Matt Damon (voice) / Drunk in Bar (voice) / Tim Robbins (voice) / Sean Penn (voice) / Michael Moore (voice) / Helen Hunt (voice) / Susan Sarandon (voice) / Others (voice),Trey Parker,0
5585,3989.0,15,Chris (voice) / George Clooney (voice) / Danny Glover (voice) / Ethan Hawke (voice) / Others (voice),Matt Stone,1
5586,3989.0,19,Lisa (voice),Kristen Miller,2
5587,13416.0,1,Coach Gary Gaines,Billy Bob Thornton,0
5588,13416.0,2,Mike Winchell,Lucas Black,1
5589,13416.0,3,Don Billingsley,Garrett Hedlund,2
5590,11099.0,8,Alan W. Hakman,Robin Williams,0
5591,11099.0,9,Delila,Mira Sorvino,1
5592,11099.0,10,Fletcher,Jim Caviezel,2
5593,1970.0,4,Karen Davis,Sarah Michelle Gellar,0
5594,1970.0,5,Doug,Jason Behr,1
5595,1970.0,7,Jennifer Williams,Clea DuVall,2
5596,8849.0,1,Alfie,Jude Law,0
5597,8849.0,5,Julie,Marisa Tomei,1
5598,8849.0,6,Marlon,Omar Epps,2
5599,9675.0,1,Miles,Paul Giamatti,0
5600,9675.0,2,Jack,Thomas Haden Church,1
5601,9675.0,3,Maya,Virginia Madsen,2
5602,4553.0,1,Trevor Reznik,Christian Bale,0
5603,4553.0,2,Stevie,Jennifer Jason Leigh,1
5604,4553.0,3,Marie,Aitana Sánchez-Gijón,2
5605,176.0,4,Dr. Lawrence Gordon,Cary Elwes,0
5606,176.0,5,Detective David Tapp,Danny Glover,1
5607,176.0,14,Alison Gordon,Monica Potter,2
5608,1677.0,1,Ray Charles,Jamie Foxx,0
5609,1677.0,2,Della Bae Robinson,Kerry Washington,1
5610,1677.0,3,Margie Hendricks,Regina King,2
5611,10740.0,1,Anna,Nicole Kidman,0
5612,10740.0,2,Young Sean,Cameron Bright,1
5613,10740.0,3,Joseph,Danny Huston,2
5614,9806.0,1,Bob Parr / Mr. Incredible (voice),Craig T. Nelson,0
5615,9806.0,2,Helen Parr / Elastigirl (voice),Holly Hunter,1
5616,9806.0,3,Lucius Best / Frozone (voice),Samuel L. Jackson,2
5617,5255.0,26,Hero Boy / Father / Conductor / Hobo / Scrooge / Santa Claus (voice),Tom Hanks,0
5618,5255.0,27,Smokey / Steamer (voice),Michael Jeter,1
5619,5255.0,37,Hero Girl (voice),Nona Gaye,2
5620,11249.0,1,Chucky,Brad Dourif,0
5621,11249.0,2,Tiffany,Jennifer Tilly,1
5622,11249.0,3,Glen,Billy Boyd,2
5623,10589.0,12,Max Burdett,Pierce Brosnan,0
5624,10589.0,14,Lola Cirillo,Salma Hayek,1
5625,10589.0,19,Stan Lloyd,Woody Harrelson,2
5626,9801.0,1,Bridget Jones,Renée Zellweger,0
5627,9801.0,6,Daniel Cleaver,Hugh Grant,1
5628,9801.0,5,Mark Darcy,Colin Firth,2
5629,866.0,13,Sir James Matthew Barrie,Johnny Depp,0
5630,866.0,14,Sylvia Llewelyn Davies,Kate Winslet,1
5631,866.0,15,Mrs. Emma du Maurier,Julie Christie,2
5632,2059.0,14,Ben Gates,Nicolas Cage,0
5633,2059.0,15,Abigail Chase,Diane Kruger,1
5634,2059.0,20,Riley Poole,Justin Bartha,2
5635,140.0,7,Ángel/Juan/Zahara,Gael García Bernal,0
5636,140.0,8,Enrique,Fele Martínez,1
5637,140.0,9,Padre Manolo,Daniel Giménez Cacho,2
5638,11836.0,11,Spongebob,Tom Kenny,0
5639,11836.0,12,Mr. Krabs (voice),Clancy Brown,1
5640,11836.0,13,Squidward (voice),Rodger Bumpass,2
5641,1966.0,42,Alexander,Colin Farrell,0
5642,1966.0,3,Olympias,Angelina Jolie,1
5643,1966.0,4,Philip,Val Kilmer,2
5644,13673.0,1,Luther Krank,Tim Allen,0
5645,13673.0,2,Nora Krank,Jamie Lee Curtis,1
5646,13673.0,4,Vic Frohmeyer,Dan Aykroyd,2
5647,2288.0,4,Anna Cameron,Julia Roberts,0
5648,2288.0,3,Dan Woolf,Jude Law,1
5649,2288.0,8,Alice Ayres,Natalie Portman,2
5650,9550.0,1,Jin,Takeshi Kaneshiro,0
5651,9550.0,16,Leo,Andy Lau,1
5652,9550.0,3,Xiao Mei,Zhang Ziyi,2
5653,163.0,11,Danny Ocean,George Clooney,0
5654,163.0,12,Rusty Ryan,Brad Pitt,1
5655,163.0,13,Isabel Lahiri,Catherine Zeta-Jones,2
5656,36648.0,3,Blade,Wesley Snipes,0
5657,36648.0,4,Whistler,Kris Kristofferson,1
5658,36648.0,5,Drake,Dominic Purcell,2
5659,8424.0,2,Julien,Guillaume Canet,0
5660,8424.0,3,Sophie,Marion Cotillard,1
5661,8424.0,9,Julien à 8 ans,Thibault Verhaeghe,2
5662,626.0,9,Man in Prolog,Luis Buñuel,0
5663,626.0,10,Seminarist,Salvador Dalí,1
5664,626.0,11,Man,Pierre Batcheff,2
5665,17295.0,2,Ali La Pointe,Brahim Hadjadj,0
5666,17295.0,3,Col. Mathieu,Jean Martin,1
5667,17295.0,6,Djafar,Yacef Saadi,2
5668,13187.0,2,Freida (voice),Ann Altieri,0
5669,13187.0,3,Schroeder / Shermy (voice),Chris Doran,1
5670,13187.0,4,Violet (voice),Sally Dryer,2
5671,2661.0,17,Batman / Bruce Wayne,Adam West,0
5672,2661.0,20,Robin / Dick Grayson,Burt Ward,1
5673,2661.0,13,The Catwoman / Kitka,Lee Meriwether,2
5674,9929.0,14,Astérix (voice),Roger Carel,0
5675,9929.0,15,Obélix (voice),Jacques Morel,1
5676,9929.0,16,Miraculix (voice),Lucien Raimbourg,2
5677,839.0,9,David Mann,Dennis Weaver,0
5678,839.0,26,Mrs. Mann,Jacqueline Scott,1
5679,839.0,10,Cafe Owner,Eddie Firestone,2
5680,9394.0,1,Trinity,Terence Hill,0
5681,9394.0,2,Bambino,Bud Spencer,1
5682,9394.0,18,Jonathan,Steffen Zacharias,2
5683,760.0,1,Victor Pivert/Rabbi Jacob,Louis de Funès,0
5684,760.0,2,Germaine Pivert,Suzy Delair,1
5685,760.0,4,Mohamed Larbi Slimane/Rabbi Zeiligman,Claude Giraud,2
5686,9474.0,1,Nobody,Terence Hill,0
5687,9474.0,2,Jack Beauregard,Henry Fonda,1
5688,9474.0,3,Sullivan,Jean Martin,2
5689,9385.0,1,Astérix (voice),Roger Carel,0
5690,9385.0,3,Obélix (voice),Jacques Morel,2
5691,9385.0,4,Le réceptionniste (voice),Henri Labussière,3
5692,33701.0,4,Popeye,Thierry Lhermitte,0
5693,33701.0,2,Gigi,Marie-Anne Chazel,1
5694,33701.0,1,Jean-Claude Dusse,Michel Blanc,2
5695,15301.0,8,Car Driver (Prologue),Albert Brooks,1
5696,15301.0,9,Bill Connor (Segment #1),Vic Morrow,2
5697,15301.0,10,K.K.K. (Segment #1),John Larroquette,3
5698,10176.0,18,Zac Hobson,Bruno Lawrence,0
5699,10176.0,19,Joanne,Alison Routledge,1
5700,10176.0,20,Api's Mate,Anzac Wallace,2
5701,9080.0,1,Emmett Fitz-Hume,Chevy Chase,0
5702,9080.0,2,Austin Millbarge,Dan Aykroyd,1
5703,9080.0,3,General Sline,Steve Forrest,2
5704,8852.0,8,Vater Loomis,Donald Pleasence,0
5705,8852.0,9,Catherine Danforth,Lisa Blount,1
5706,8852.0,10,Howard Birack,Victor Wong,2
5707,16296.0,1,Mike Tobacco,Grant Cramer,0
5708,16296.0,2,Debbie Stone,Suzanne Snyder,1
5709,16296.0,3,Dave Hanson,John Allen Nelson,2
5710,16859.0,19,Kiki / Ursula,Minami Takayama,0
5711,16859.0,20,Jiji,Rei Sakuma,1
5712,16859.0,21,Tombo,Kappei Yamaguchi,2
5713,9768.0,1,"Wade ""Cry-Baby"" Walker",Johnny Depp,0
5714,9768.0,2,Allison Vernon-Williams,Amy Locane,1
5715,9768.0,3,Mrs. Vernon-Williams,Polly Bergen,2
5716,9399.0,1,Leon Gaultier,Jean-Claude Van Damme,0
5717,9399.0,2,Joshua Eldridge,Harrison Page,1
5718,9399.0,3,Cynthia,Deborah Rennard,2
5719,12776.0,1,Johnny Stecchino,Roberto Benigni,0
5720,12776.0,3,Maria,Nicoletta Braschi,2
5721,12776.0,4,D'Agata,Paolo Bonacelli,3
5722,15080.0,3,Taeko Okajima (voice),Miki Imai,0
5723,15080.0,4,Toshio (voice),Toshirō Yanagiba,1
5724,15080.0,5,Taeko (as 5th grade student) (voice),Yōko Honna,2
5725,11621.0,1,Kurenai no Buta (voice),Shûichirô Moriyama,0
5726,11621.0,2,Jina-sama (voice),Tokiko Katô,1
5727,11621.0,3,Pikkoro-oyaji (voice),Sanshi Katsura,2
5728,12088.0,14,John Henry Brennick,Christopher Lambert,0
5729,12088.0,15,Prison Director Poe,Kurtwood Smith,1
5730,12088.0,16,Karen B. Brennick,Loryn Locklin,2
5731,13519.0,1,Stu Redman,Gary Sinise,0
5732,13519.0,2,Frannie Goldsmith,Molly Ringwald,1
5733,13519.0,5,Randall Flagg,Jamey Sheridan,2
5734,152426.0,5,Laurel Stevenson,Patricia Wettig,0
5735,152426.0,6,Bob Jenkins,Dean Stockwell,1
5736,152426.0,7,Captain Brian Engle,David Morse,2
5737,37797.0,2,Shizuku Tsukishima,Yōko Honna,0
5738,37797.0,11,Seiya Tsukishima,Takashi Tachibana,2
5739,37797.0,12,Asako Tsukishima,Shigeru Muroi,3
5740,2061.0,18,Frank,Kim Bodnia,0
5741,2061.0,12,Tonny,Mads Mikkelsen,1
5742,2061.0,10,Vic,Laura Drasbæk,2
5743,9732.0,1,Simba (voice),Matthew Broderick,0
5744,9732.0,2,Nala (voice),Moira Kelly,1
5745,9732.0,3,Adult Kiara (voice),Neve Campbell,2
5746,14533.0,1,Gia Carangi,Angelina Jolie,0
5747,14533.0,2,Linda,Elizabeth Mitchell,1
5748,14533.0,4,T.J.,Eric Michael Cole,2
5749,8697.0,1,Lee / Who am I,Jackie Chan,0
5750,8697.0,2,Christine Spaak,Michelle Ferre,1
5751,8697.0,3,Yuki,Mirai Yamamoto,2
5752,5511.0,11,Jef Costello,Alain Delon,0
5753,5511.0,12,Superintendant,François Périer,1
5754,5511.0,13,Jane Lagrange,Nathalie Delon,2
5755,21348.0,1,Kirikou enfant (voice),Doudou Gueye Thiaw,0
5756,21348.0,2,La Mère (voice),Maimouna N'Diaye,1
5757,21348.0,4,Karaba (voice),Awa Sene Sarr,3
5758,2332.0,1,Daniel Morales,Samy Naceri,0
5759,2332.0,2,Émilien Coutant-Kerbalec,Frédéric Diefenthal,1
5760,2332.0,3,Lilly Bertineau,Marion Cotillard,2
5761,844.0,5,Chow Mo-Wan,Tony Leung Chiu-Wai,0
5762,844.0,10,Bai Ling,Zhang Ziyi,1
5763,844.0,9,Wang Jing Wen,Faye Wong,2
5764,16234.0,1,Terence 'Terry' McGinnis / Batman,Will Friedle,0
5765,16234.0,2,Bruce Wayne / Batman,Kevin Conroy,1
5766,16234.0,3,The Joker and Jordan Pryce,Mark Hamill,2
5767,11075.0,1,Shigeharu Aoyama,Ryo Ishibashi,0
5768,11075.0,2,Asami Yamazaki,Eihi Shiina,1
5769,11075.0,4,Yasuhisa Yoshikawa,Jun Kunimura,2
5770,467.0,5,Liz Dunn,Thora Birch,0
5771,467.0,6,Mike Steel,Desmond Harrington,1
5772,467.0,7,Frances 'Frankie' Almond Smith,Keira Knightley,2
5773,2899.0,3,Obélix,Gérard Depardieu,0
5774,2899.0,4,Astérix,Christian Clavier,1
5775,2899.0,5,Cléopâtre,Monica Bellucci,2
5776,9298.0,1,Ali G / Borat,Sacha Baron Cohen,0
5777,9298.0,21,Prime Minister,Michael Gambon,1
5778,9298.0,22,Deputy Prime Minister David Carlton,Charles Dance,2
5779,437.0,5,Kate Filmore,Kari Matchett,0
5780,437.0,6,Simon Grady,Geraint Wyn Davies,1
5781,437.0,7,Sasha,Grace Lynn Kung,2
5782,4689.0,6,Park Dong-jin,Song Kang-ho,0
5783,4689.0,7,Ryu,Shin Ha-kyun,1
5784,4689.0,8,Cha Yeong-mi,Bae Doona,2
5785,11430.0,1,Timon (voice),Nathan Lane,0
5786,11430.0,2,Pumbaa (voice),Ernie Sabella,1
5787,11430.0,3,Mom (voice),Julie Kavner,2
5788,55931.0,8,"Thomas ""Neo"" Anderson (Voice)",Keanu Reeves,0
5789,55931.0,9,Trinity (voice),Carrie-Anne Moss,1
5790,55931.0,10,Kid (voice),Clayton Watson,2
5791,9282.0,10,Jack,Henry Thomas,0
5792,9282.0,11,Aaron,Blake Heron,1
5793,9282.0,12,Norma,Barbara Hershey,2
5794,60672.0,2,commissaire Pierre Niemans,Jean Reno,0
5795,60672.0,3,capitaine Reda,Benoît Magimel,1
5796,60672.0,4,Marie,Camille Natta,2
5797,11774.0,13,Count Olaf / Dr. Stephano / Captain Sham,Jim Carrey,0
5798,11774.0,14,Josephine Anwhistle,Meryl Streep,1
5799,11774.0,15,Lemony Snicket (voice),Jude Law,2
5800,2841.0,8,Mathilde,Audrey Tautou,0
5801,2841.0,9,Manech,Gaspard Ulliel,1
5802,2841.0,10,Sylvain,Dominique Pinon,2
5803,12140.0,14,Motoko Kusanagi (voice),Atsuko Tanaka,0
5804,12140.0,10,Batō (voice),Akio Ohtsuka,1
5805,12140.0,18,Togusa (voice),Kouichi Yamadera,2
5806,15370.0,17,Haru Yoshioka (voice),Chizuru Ikewaki,0
5807,15370.0,18,Baron Humbert von Gikkingen (voice),Yoshihiko Hakamada,1
5808,15370.0,21,Yuki (voice),Aki Maeda,2
5809,11838.0,7,Rika Nishina,Megumi Okina,0
5810,11838.0,8,Chiharu,Yui Ichikawa,1
5811,11838.0,10,Hitomi Tokunaga,Misaki Ito,2
5812,670.0,13,Oh Dae-su,Choi Min-sik,0
5813,670.0,23,Lee Woo-jin,Yoo Ji-tae,1
5814,670.0,29,Mi-do,Kang Hye-jung,2
5815,9667.0,4,Jack Starks,Adrien Brody,0
5816,9667.0,5,Jackie Price,Keira Knightley,1
5817,9667.0,6,Dr. Thomas Becker,Kris Kristofferson,2
5818,10304.0,8,Pvt. Ottis Brick,Billy Brown,0
5819,10304.0,9,Capt. V.J. Dax,Richard Burgi,1
5820,10304.0,10,Pvt. Charlie Soda,Kelly Carlson,2
5821,9316.0,2,Ting,Tony Jaa,0
5822,9316.0,1,Humlae / Dirty Balls / George,Petchtai Wongkamlao,1
5823,9316.0,3,Muay Lek,Pumwaree Yodkamol,2
5824,1913.0,13,Ramón Sampedro,Javier Bardem,0
5825,1913.0,14,Julia,Belén Rueda,1
5826,1913.0,15,Rosa,Lola Dueñas,2
5827,2539.0,7,John Clasky,Adam Sandler,0
5828,2539.0,8,Deborah Clasky,Téa Leoni,1
5829,2539.0,9,Flor Moreno,Paz Vega,2
5830,5528.0,11,Clément Mathieu,Gérard Jugnot,0
5831,5528.0,12,Rachin,François Berléand,1
5832,5528.0,14,Chabert,Kad Merad,2
5833,179.0,2,Silvia Broome,Nicole Kidman,0
5834,179.0,3,Tobin Keller,Sean Penn,1
5835,179.0,4,Dot Woods,Catherine Keener,2
5836,83.0,3,Susan Watkins,Blanchard Ryan,0
5837,83.0,4,Daniel Kintner,Daniel Travis,1
5838,83.0,9,Seth,Saul Stein,2
5839,4836.0,48,XXXX,Daniel Craig,0
5840,4836.0,57,Clarkie,Tom Hardy,1
5841,4836.0,49,Gene,Colm Meaney,2
5842,11866.0,12,Frank Towns,Dennis Quaid,0
5843,11866.0,13,A.J.,Tyrese Gibson,1
5844,11866.0,14,Elliott,Giovanni Ribisi,2
5845,10320.0,10,Rachel Keller,Naomi Watts,0
5846,10320.0,27,Max Rourke,Simon Baker,1
5847,10320.0,13,Dr. Emma Temple,Elizabeth Perkins,2
5848,3509.0,1,Fred/Bob Arctor,Keanu Reeves,0
5849,3509.0,17,Donna Hawthorne,Winona Ryder,1
5850,3509.0,18,Ernie Luckman,Woody Harrelson,2
5851,70.0,4,Frankie Dunn,Clint Eastwood,0
5852,70.0,24,Maggie Fitzgerald,Hilary Swank,1
5853,70.0,26,Eddie Scrap-Iron Dupris,Morgan Freeman,2
5854,205.0,10,Paul Rusesabagina,Don Cheadle,0
5855,205.0,12,Tatiana Rusesabagina,Sophie Okonedo,1
5856,205.0,11,Colonel Oliver,Nick Nolte,2
5857,118.0,2,Willy Wonka,Johnny Depp,0
5858,118.0,3,Charlie Bucket,Freddie Highmore,1
5859,118.0,4,Grandpa Joe,David Kelly,2
5860,1280.0,13,Sun-hwa,Lee Seung-yeon,0
