id,castid,character_name,actor_name,order
10199,4,Princess Pea (voice),Emma Watson,2
10521,2,Emma,Anne Hathaway,0
10521,3,Liv,Kate Hudson,1
10521,7,Nate,Bryan Greenberg,2
13635,2,Jacques Mesrine,Vincent Cassel,0
13635,3,Jeanne Schneider,Cécile de France,1
13635,4,Guido,Gérard Depardieu,2
14435,2,Tom Hanniger,Jensen Ackles,0
14435,3,Sarah Palmer,Jaime King,1
14435,4,Axel Palmer,Kerr Smith,2
14139,3,Héctor,Karra Elejalde,0
14139,4,Clara,Candela Fernández,1
14139,5,La chica del bosque,Bárbara Goenaga,2
12437,2,Viktor,Bill Nighy,0
12437,3,Lucian,Michael Sheen,1
12437,1,Sonja,Rhona Mitra,2
2309,28,Mo 'Silvertongue' Folchart,Brendan Fraser,0
2309,26,Resa,Sienna Guillory,1
2309,19,Capricorn,Andy Serkis,2
14560,1,Paul Blart,Kevin James,0
14560,5,Veck Sims,Keir O'Donnell,1
14560,6,Amy,Jayma Mays,2
14410,1,Christopher 'Biggie' Wallace,Jamal Woolard,0
14410,2,Sean 'Puffy' Combs,Derek Luke,1
14410,34,Lil' Kim,Naturi Naughton,2
13788,1,Casey Beldon,Odette Annable,0
13788,2,Rabbi Sendak,Gary Oldman,1
13788,3,Romy,Meagan Good,2
14254,1,Anna Ivers,Emily Browning,0
14254,2,Alex,Arielle Kebbel,1
14254,3,Steven,David Strathairn,2
10529,1,Kainan,Jim Caviezel,0
10529,3,Freya,Sophia Myles,1
10529,4,Wulfric,Jack Huston,2
1977,3,Lisa,Johanna Braddy,0
1977,4,Max,Gil McKinney,1
1977,5,Naoko,Emi Ikehata,2
13510,1,Jenny,Kelly Reilly,0
13510,2,Steve,Michael Fassbender,1
13510,3,Abi,Tara Ellis,2
14836,1,Coraline Jones (voice),Dakota Fanning,0
14836,2,Mother / Other Mother (voice),Teri Hatcher,1
14836,3,Miss Spink (voice),Jennifer Saunders,2
13455,19,Cassie Holmes,Dakota Fanning,0
13455,20,Alyssa English,Camilla Belle,1
13455,21,Nick Gant,Chris Evans,2
4959,3,Louis Salinger,Clive Owen,0
4959,4,Eleanor Whitman,Naomi Watts,1
4959,5,Wilhelm Wexler,Armin Mueller-Stahl,2
10362,3,Leonard,Joaquin Phoenix,0
10362,4,Michelle,Gwyneth Paltrow,1
10362,5,Ruth,Isabella Rossellini,2
10184,7,Neil,Ben Affleck,0
10184,2,Beth Murphy,Jennifer Aniston,1
10184,4,Mary Harris,Drew Barrymore,2
15189,3,Andi,Emma Roberts,0
15189,4,Bruce,Jake T. Austin,1
15189,5,Bernie,Don Cheadle,2
13492,3,Yasmine,Karina Testa,0
13492,4,Alex,Aurélien Wiik,1
13492,5,Karl,Patrick Ligardes,2
16804,3,Daigo Kobayashi,Masahiro Motoki,0
16804,4,Ikuei Sasaki,Tsutomu Yamazaki,1
16804,5,Mika Kobayashi,Ryoko Hirosue,2
20829,3,George Simmons,Adam Sandler,0
20829,4,Ira Wright,Seth Rogen,1
20829,5,Laura,Leslie Mann,2
19255,1,Burt Farlander,John Krasinski,0
19255,2,Verona De Tessant,Maya Rudolph,1
19255,3,Grace De Tessant,Carmen Ejogo,2
14979,22,Keith Ripley,Morgan Freeman,0
14979,23,Gabriel Martin,Antonio Banderas,1
14979,24,Alexandra Korolenko,Radha Mitchell,2
8832,2,Giulio Andreotti,Toni Servillo,0
8832,3,Livia Danese,Anna Bonaiuto,1
8832,4,Eugenio Scalfari,Giulio Bosetti,2
13207,5,Jason Vorhees,Derek Mears,0
13207,1,Clay,Jared Padalecki,1
13207,2,Jenna,Danielle Panabaker,2
15067,1,"Yoon Tae-goo, the Weird",Song Kang-ho,0
15067,2,"Park Chang-yi, the Bad",Lee Byung-hun,1
15067,3,"Park Do-won, the Good",Jung Woo-sung,2
15159,7,Inspecteur Jacques Clouseau,Steve Martin,0
15159,8,Ponton,Jean Reno,1
15159,9,Nicole,Emily Mortimer,2
16538,1,Peter Klaven,Paul Rudd,0
16538,17,Sydney Fife,Jason Segel,1
16538,2,Zooey Rice,Rashida Jones,2
18781,4,Sara Campbell,Virginia Madsen,0
18781,5,Matt Campbell,Kyle Gallner,1
18781,8,Peter Campbell,Martin Donovan,2
16558,1,Ray Koval,Clive Owen,0
16558,2,Claire Stenwick,Julia Roberts,1
16558,3,Richard Garsik,Paul Giamatti,2
13811,2,John Koestler,Nicolas Cage,0
13811,3,Diana Wayland,Rose Byrne,1
13811,4,Caleb Koestler,Chandler Canterbury,2
16353,1,Tien,Tony Jaa,0
16353,7,Rajasena Lord,Sarunyu Wongkrachang,1
16353,2,Chernang,Sorapong Chatree,2
15472,2,Mikael Blomkvist,Michael Nyqvist,0
15472,1,Lisbeth Salander,Noomi Rapace,1
15472,7,Erika Berger,Lena Endre,2
13090,1,Rose Lorkowski,Amy Adams,0
13090,2,Norah Lorkowski,Emily Blunt,1
13090,3,Joe Lorkowski,Alan Arkin,2
15512,8,B.O.B. (voice),Seth Rogen,0
15512,9,Susan Murphy / Ginormica (voice),Reese Witherspoon,1
15512,10,Dr. Cockroach Ph.D. (voice),Hugh Laurie,2
6968,1,Ulrike Meinhof,Martina Gedeck,0
6968,2,Andreas Baader,Moritz Bleibtreu,1
6968,3,Gudrun Ensslin,Johanna Wokalek,2
13161,1,Big Stan,Rob Schneider,0
13161,2,The Master,David Carradine,1
13161,3,Mindy,Jennifer Morrison,2
16991,3,Ronnie Barnhardt,Seth Rogen,0
16991,4,Brandi,Anna Faris,1
16991,5,Dennis,Michael Peña,2
16614,1,James Brennan,Jesse Eisenberg,0
16614,6,Em Lewin,Kristen Stewart,1
16614,17,Joel,Martin Starr,2
20048,1,Rebecca Bloomwood,Isla Fisher,0
20048,2,Luke Brandon,Hugh Dancy,1
20048,3,Suze,Krysten Ritter,2
16258,3,Sam Reide,Chris Carmack,0
16258,4,Jenna Reide,Rachel Miner,1
16258,5,Vicki,Melissa Jones,2
14164,17,Master Roshi,Chow Yun-fat,0
14164,1,Goku,Justin Chatwin,1
14164,5,Yamcha,Joon Park,2
13804,1,Dominic,Vin Diesel,0
13804,3,Brian O'Conner,Paul Walker,1
13804,4,Letty Ortiz,Michelle Rodriguez,2
19833,2,Malcolm Tucker,Peter Capaldi,0
19833,3,Simon Foster,Tom Hollander,1
19833,4,Judy Molloy,Gina McKee,2
18947,13,Carl,Tom Sturridge,0
18947,3,Le Comte,Philip Seymour Hoffman,1
18947,4,Gavin,Rhys Ifans,2
16996,1,Mike O'Donnell (Teen),Zac Efron,0
16996,2,Scarlett O'Donnell (Adult),Leslie Mann,1
16996,4,Mike O'Donnell (Adult),Matthew Perry,3
16869,3,"Lieutenant Aldo ""The Apache"" Raine",Brad Pitt,0
16869,9,Shosanna Dreyfus / Emmanuelle Mimieux,Mélanie Laurent,1
16869,5,SS Colonel Hans Landa,Christoph Waltz,2
16995,2,Cal McAffrey,Russell Crowe,0
16995,3,Stephen Collins,Ben Affleck,1
16995,4,Della Frye,Rachel McAdams,2
21641,2,Brian Clough,Michael Sheen,0
21641,4,Peter Taylor,Timothy Spall,1
21641,3,Don Revie,Colm Meaney,2
15092,1,Chev Chelios,Jason Statham,0
15092,2,Eve,Amy Smart,1
15092,5,Doc Miles,Dwight Yoakam,2
17431,1,Sam Bell,Sam Rockwell,0
17431,15,Robot Gerty (Voice),Kevin Spacey,1
17431,6,Tess Bell,Dominique McElligott,2
18320,27,Queen Victoria,Emily Blunt,0
18320,2,King William,Jim Broadbent,1
18320,3,Sir John Conroy,Mark Strong,2
2080,3,Logan / Wolverine / Weapon X,Hugh Jackman,0
2080,7,Victor Creed / Sabretooth,Liev Schreiber,1
2080,8,Stryker,Danny Huston,2
13475,15,James T. Kirk,Chris Pine,0
13475,16,Spock,Zachary Quinto,1
13475,26,Spock Prime,Leonard Nimoy,2
13448,4,Robert Langdon,Tom Hanks,0
13448,6,Camerlengo Patrick McKenna,Ewan McGregor,1
13448,5,Vittoria Vetra,Ayelet Zurer,2
13532,1,Eric,Sam Huntington,0
13532,2,Linus,Chris Marquette,1
13532,3,Hutch,Dan Fogler,2
534,18,John Connor,Christian Bale,0
534,6,Marcus Wright,Sam Worthington,1
534,3,Kyle Reese,Anton Yelchin,2
18360,1,Larry Daley,Ben Stiller,0
18360,2,Amelia Earhart,Amy Adams,1
18360,3,Jedediah Smith,Owen Wilson,2
21755,1,Penelope Stamp,Rachel Weisz,0
21755,2,Bloom,Adrien Brody,1
21755,3,Stephen,Mark Ruffalo,2
17332,7,Steve Lopez,Robert Downey Jr.,0
17332,8,Nathaniel Ayers,Jamie Foxx,1
17332,9,Mary Weston,Catherine Keener,2
18405,1,Krug,Garret Dillahunt,0
18405,2,Morton,Michael Bowen,1
18405,3,Giles,Joshua Cox,2
16871,5,Christine Brown,Alison Lohman,0
16871,6,Clay Dalton,Justin Long,1
16871,7,Mrs. Ganush,Lorna Raver,2
14160,4,Carl Fredricksen (voice),Ed Asner,0
14160,5,Charles Muntz (voice),Christopher Plummer,1
14160,6,Russell (voice),Jordan Nagai,2
15588,4,"Hubert Bonisseur de la Bath, OSS 117",Jean Dujardin,0
15588,5,Dolorès,Louise Monot,1
15588,6,Armand Lesignac,Pierre Bellemare,2
17927,2,Shawn Colfax,Nicholas D'Agosto,0
17927,3,Nick Brady,Eric Christian Olsen,1
17927,4,Carly,Sarah Roemer,2
18785,1,Phil Wenneck,Bradley Cooper,0
18785,2,Stu Price,Ed Helms,1
18785,3,Alan Garner,Zach Galifianakis,2
17609,1,He,Willem Dafoe,0
17609,2,She,Charlotte Gainsbourg,1
17609,14,Nic,Storm Acheche Sahlstrøm,2
14451,1,Hanna,Charlotte Frogner,0
14451,2,Roy,Stig Frode Henriksen,1
14451,3,Martin,Vegar Hoel,2
18162,2,Dr. Rick Marshall,Will Ferrell,0
18162,3,Holly,Anna Friel,1
18162,4,Will Stanton,Danny McBride,2
18487,2,Walter Garber,Denzel Washington,0
18487,3,Ryder,John Travolta,1
18487,4,Phil Ramos,Luis Guzmán,2
18240,3,Margaret Tate,Sandra Bullock,0
18240,4,Andrew Paxton,Ryan Reynolds,1
18240,5,Grace Paxton,Mary Steenburgen,2
17610,1,Zed,Jack Black,0
17610,2,Oh,Michael Cera,1
17610,3,Princess Inanna,Olivia Wilde,2
12162,6,Sgt. William James,Jeremy Renner,0
12162,7,Sgt. JT Sanborn,Anthony Mackie,1
12162,8,Spc. Owen Eldridge,Brian Geraghty,2
8373,5,Sam Witwicky,Shia LaBeouf,0
8373,6,Mikaela Banes,Megan Fox,1
8373,7,Captain Lennox,Josh Duhamel,2
62320,3,Herself (narrator),Glenn Close,0
62320,11,Narrator (voice),Yann Arthus-Bertrand,1
62320,13,Narrator (voice),Jacques Gamblin,2
19265,5,Boris Yellnikoff,Larry David,0
19265,6,Melodie St. Ann Celestine,Evan Rachel Wood,1
19265,7,Boris' Friend #1,Adam Brooks,2
12556,4,Connor Mead,Matthew McConaughey,0
12556,5,Jenny Perotti,Jennifer Garner,1
12556,6,Uncle Wayne,Michael Douglas,2
11322,1,Melvin Purvis,Christian Bale,0
11322,2,John Dillinger,Johnny Depp,1
11322,3,Alvin Karpis,Giovanni Ribisi,2
8355,2,Manny (voice),Ray Romano,0
8355,3,Sid (voice),John Leguizamo,2
8355,4,Diego (voice),Denis Leary,4
176241,5,Michael Scofield,Wentworth Miller,0
176241,11,Sara Tancredi,Sarah Wayne Callies,1
176241,4,Lincoln Burrows,Dominic Purcell,2
10024,2,Sara Fitzgerald,Cameron Diaz,0
10024,3,Campbell Alexander,Alec Baldwin,1
10024,4,Andromeda Fitzgerald,Abigail Breslin,2
19913,4,Tom Hansen,Joseph Gordon-Levitt,0
19913,5,Summer Finn,Zooey Deschanel,1
19913,6,Rachel Hansen,Chloë Grace Moretz,2
18480,1,Bruno,Sacha Baron Cohen,0
18480,3,Himself,Richard Bey,1
18480,4,Himself,Ron Paul,2
767,3,Harry Potter,Daniel Radcliffe,0
767,2,Ron Weasley,Rupert Grint,1
767,1,Hermione Granger,Emma Watson,2
10353,7,Jacquouille la Fripouille / Jacques-Henri Jacquard / Prosper le Purineur / Jacouillet,Christian Clavier,0
10353,8,"Comte Godefroy de Montmirail, dit Godefroy le Hardi",Jean Reno,1
10353,9,Ginette,Marie-Anne Chazel,2
9592,1,Amy,Susan May Pratt,0
9592,2,James,Richard Speight Jr.,1
9592,3,Zach,Niklaus Lange,2
8054,4,Doctor Parnassus,Christopher Plummer,0
8054,5,Tony,Heath Ledger,1
8054,6,Imaginarium Tony 1,Johnny Depp,2
21208,1,Kate Coleman,Vera Farmiga,0
21208,2,John Coleman,Peter Sarsgaard,1
21208,3,Esther,Isabelle Fuhrman,2
20943,1,Abby,Katherine Heigl,0
20943,2,Mike,Gerard Butler,1
20943,3,Colin,Eric Winter,2
21407,2,Arkin,Josh Stewart,0
21407,12,Michael Chase,Michael Reilly Burke,1
21407,30,Victoria Chase,Andrea Roth,2
12403,1,Cydney,Milla Jovovich,0
12403,3,Nick,Timothy Olyphant,1
12403,2,Cliff,Steve Zahn,2
20856,4,Tom Pearson,Carter Jenkins,0
20856,5,Jake Pearson,Austin Butler,1
20856,6,Stuart Pearson,Kevin Nealon,2
17654,3,Wikus van der Merwe,Sharlto Copley,0
17654,4,Christopher Johnson / Grey Bradnam / Trent,Jason Cope,1
17654,15,Sarah Livingstone - Sociologist,Nathalie Boltt,2
24803,1,Julia Child,Meryl Streep,0
24803,2,Julie Powell,Amy Adams,1
24803,5,Paul Child,Stanley Tucci,2
13836,2,Jack Bruno,Dwayne Johnson,0
13836,1,Sara,AnnaSophia Robb,1
13836,4,Seth,Alexander Ludwig,2
18126,2,Miley Stewart/Hannah Montana,Miley Cyrus,0
18126,3,Billy Ray Stewart,Billy Ray Cyrus,1
18126,5,Lilly Truscott,Emily Osment,2
14869,1,General Hawk,Dennis Quaid,0
14869,2,Duke,Channing Tatum,1
14869,3,Ripcord,Marlon Wayans,2
17134,1,Det. Danny Fisher,John Cena,0
17134,2,Miles Jackson,Aidan Gillen,1
17134,3,Molly Porter,Ashley Scott,2
22051,1,Adam Raki,Hugh Dancy,0
22051,2,Beth Buchwald,Rose Byrne,1
22051,3,Marty Buchwald,Peter Gallagher,2
24420,3,Henry DeTamble,Eric Bana,0
24420,4,Clare Abshire,Rachel McAdams,1
24420,5,Annette DeTamble,Michelle Nolden,2
19840,1,Beth Cooper,Hayden Panettiere,0
19840,2,Denis Cooverman,Paul Rust,1
19840,4,Cammy,Lauren London,2
19585,1,Darwin the Guinea Pig (voice),Sam Rockwell,0
19585,2,Juarez the Guinea Pig (voice),Penélope Cruz,1
19585,3,Blaster the Guinea Pig (voice),Tracy Morgan,2
17336,5,Shawn MacArthur,Channing Tatum,0
17336,6,Harvey Boarden,Terrence Howard,1
17336,7,Zulay Valez,Zulay Henao,2
18533,4,Michael Peterson (Charles Bronson),Tom Hardy,0
18533,5,Paul Daniels,Matt King,1
18533,6,Phil,James Lance,2
24150,5,Laurie Strode,Scout Taylor-Compton,0
24150,1,Deborah Myers,Sheri Moon Zombie,1
24150,8,Michael Myers,Tyler Mane,2
25376,1,Benjamín Espósito,Ricardo Darín,0
25376,2,Irene Menéndez Hastings,Soledad Villamil,1
25376,3,Ricardo Morales,Pablo Rago,2
12244,7,1 (voice),Christopher Plummer,0
12244,9,2 (voice),Martin Landau,1
12244,5,5 (voice),John C. Reilly,2
22494,1,Ray,Chris O'Dowd,0
22494,2,Pete,Dean Lennox Kelly,1
22494,3,Cassie,Anna Faris,2
37903,14,"Marie-Louise, die Baronin",Ursina Lardi,0
37903,3,Baron,Ulrich Tukur,1
37903,18,The Pastor,Burghart Klaußner,2
19898,1,Bower,Ben Foster,0
19898,2,Payton,Dennis Quaid,1
19898,3,Gallo,Cam Gigandet,2
10313,3,Lyn Cassady,George Clooney,0
10313,5,Bob Wilton,Ewan McGregor,1
10313,6,Bill Django,Jeff Bridges,2
19994,1,Jennifer Check,Megan Fox,0
19994,8,"Anita ""Needy"" Lesnicky",Amanda Seyfried,1
19994,9,Chip Dove,Johnny Simmons,2
11323,2,Mark Whitacre,Matt Damon,0
11323,4,Brian Shepard,Scott Bakula,1
11323,11,Robert Herndon,Joel McHale,2
12569,4,Joel,Jason Bateman,0
12569,10,Cindy,Mila Kunis,1
12569,6,Suzie,Kristen Wiig,2
19912,1,Nick O'Bannon,Bobby Campo,0
19912,2,Lori Milligan,Shantel VanSanten,1
19912,3,Hunt Wynorski,Nick Zano,2
18501,1,Kable,Gerard Butler,0
18501,9,Ken Castle,Michael C. Hall,1
18501,2,Simon,Logan Lerman,2
22794,1,Flint Lockwood (voice),Bill Hader,0
22794,2,Sam Sparks (voice),Anna Faris,1
22794,3,Tim Lockwood (voice),James Caan,2
18570,1,Himself,Michael Pollan,0
18570,2,Himself,Eric Schlosser,1
18570,4,Himself - National Chicken Council,Richard Lobb,2
22536,1,Priest Sang-hyeon,Song Kang-ho,0
22536,30,태주(Taeju),Kim Ok-bin,1
22536,3,Lady Ra,Kim Hae-sook,2
25643,1,Burke,Aaron Eckhart,0
25643,2,Eloise Chandler,Jennifer Aniston,1
25643,4,Marty,Judy Greer,2
23827,3,Katie,Katie Featherston,0
23827,4,Micah,Micah Sloat,1
23827,5,The Psychic,Mark Fredrichs,2
20178,1,Lance Clayton,Robin Williams,0
20178,2,Claire,Alexie Gilmore,1
20178,5,Kyle,Daryl Sabara,2
22074,1,Michael Moore,Michael Moore,0
22074,4,Herself,Thora Birch,1
22074,5,Himself,William Black,2
23128,3,Himself,Joe Chisholm,0
23128,4,Herself,Mandy-Rae Cruikshank,1
23128,5,Himself,Charles Hambleton,2
12573,1,Larry Gopnik,Michael Stuhlbarg,0
12573,2,Uncle Arthur,Richard Kind,1
12573,5,Sy Ableman,Fred Melamed,2
23202,6,Laurie,Anna Paquin,0
23202,2,Mr. Kreeg,Brian Cox,1
23202,4,Emma,Leslie Bibb,2
22798,2,Bliss Cavendar,Ellen Page,0
22798,14,Pash,Alia Shawkat,1
22798,6,Maggie Mayhem,Kristen Wiig,2
23082,1,Mark Bellison,Ricky Gervais,0
23082,2,Anna McDoogles,Jennifer Garner,1
23082,3,Frank,Jonah Hill,2
19959,1,Tom Greer,Bruce Willis,0
19959,2,Jennifer Peters,Radha Mitchell,1
19959,6,Maggie Greer,Rosamund Pike,2
19908,2,Columbus,Jesse Eisenberg,0
19908,1,Tallahassee,Woody Harrelson,1
19908,6,Wichita,Emma Stone,3
26688,9,Ellie,Rumer Willis,0
26688,6,Cassidy,Briana Evigan,1
26688,10,Claire,Jamie Chung,2
22787,1,Carrie Stetko,Kate Beckinsale,0
22787,3,Robert Pryce,Gabriel Macht,1
22787,4,Dr. John Fury,Tom Skerritt,2
24684,3,Jenny Mellor,Carey Mulligan,0
24684,4,Miss Stubbs,Olivia Williams,1
24684,7,David Goldman,Peter Sarsgaard,2
11156,7,Gabrielle 'Coco' Chanel,Audrey Tautou,0
11156,8,Etienne Balsan,Benoît Poelvoorde,1
11156,9,"Arthur ""Boy"" Capel",Alessandro Nivola,2
19899,8,Dave,Vince Vaughn,0
19899,6,Ronnie,Malin Åkerman,1
19899,5,Jason,Jason Bateman,2
23706,3,Sandra Horowitz,Sandra Bullock,0
23706,4,Hartman,Thomas Haden Church,1
23706,5,Steve,Bradley Cooper,2
16523,4,Max,Max Records,0
16523,3,Connie,Catherine Keener,1
16523,5,KW (voice),Lauren Ambrose,2
12572,18,"Ben (segment ""Jiang Wen"")",Hayden Christensen,0
12572,26,"Garry (segment ""Jiang Wen"")",Andy García,1
12572,27,"Molly (segment ""Jiang Wen"")",Rachel Bilson,2
22803,4,Nick Rice,Jamie Foxx,0
22803,3,Clyde Alexander Shelton,Gerard Butler,1
22803,6,Detective Dunnigan,Colm Meaney,2
19904,7,David Harris,Dylan Walsh,0
19904,8,Susan Harding,Sela Ward,1
19904,9,Michael Harding,Penn Badgley,2
24238,1,Mary Daisy Dinkle (voice),Toni Collette,0
24238,2,Max Jerry Horovitz (voice),Philip Seymour Hoffman,1
24238,3,Damien (voice),Eric Bana,2
19918,0,Nikki,Ashton Kutcher,1
19918,1,Samantha,Anne Heche,2
19918,2,Heather,Margarita Levieva,3
24056,2,Joshua Harlow,Ving Rhames,0
24056,3,Father Joseph MacAvoy,Robert Carlyle,1
24056,4,Miles Slade,Ian Somerhalder,2
22947,4,Ryan Bingham,George Clooney,0
22947,5,Alex Goran,Vera Farmiga,1
22947,6,Natalie Keener,Anna Kendrick,2
22804,3,Jigsaw / John,Tobin Bell,0
22804,4,Hoffman,Costas Mandylor,1
22804,5,Jill,Betsy Russell,2
13576,2,Himself,Michael Jackson,0
13576,3,Herself,Orianthi,1
13576,4,Kenny Ortega,Kenny Ortega,2
24418,1,Larten Crepsley,John C. Reilly,0
24418,2,Steve,Josh Hutcherson,1
24418,3,Darren Shan,Chris Massoglia,2
22821,3,Connor MacManus,Sean Patrick Flanery,0
22821,4,Murphy MacManus,Norman Reedus,1
22821,6,Poppa Il Duce,Billy Connolly,2
24804,1,Black Dynamite,Michael Jai White,0
24804,2,Tasty Freeze,Arsenio Hall,1
24804,3,Cream Corn,Tommy Davidson,2
16577,1,Dr. Tenma (voice),Nicolas Cage,0
16577,2,Cora (voice),Kristen Bell,1
16577,3,Dr. Elefun (voice),Bill Nighy,2
10315,4,Mr. Fox (voice),George Clooney,0
10315,5,Mrs. Fox (voice),Meryl Streep,1
10315,6,Ash (voice),Jason Schwartzman,2
17979,9,"Tiny Tim, Bob Cratchit, Marley",Gary Oldman,0
17979,10,"Ebenezer Scrooge, Ghost of Christmas Past, Ghost of Christmas Present, Ghost of Christmas Yet To Come",Jim Carrey,1
17979,13,Funerary Undertaker / Topper,Steve Valentine,2
24480,5,Gus / Peck / Other males (voice),Tony Fucile,0
24480,4,Female Cloud / Human Mom / Other females (voice),Lori Richardson,1
14161,1,Jackson Curtis,John Cusack,0
14161,2,Kate Curtis,Amanda Peet,1
14161,3,Adrian Helmsley,Chiwetel Ejiofor,2
22825,2,Norma Lewis,Cameron Diaz,0
22825,3,Arthur Lewis,James Marsden,1
22825,4,Arlington Steward,Frank Langella,2
8088,2,Lena,Penélope Cruz,0
8088,3,Mateo Blanco / Harry Caine,Lluís Homar,1
8088,4,Judit García,Blanca Portillo,2
22824,1,Abbey,Milla Jovovich,0
22824,3,Sheriff August,Will Patton,1
22824,4,Awolowa Odusami,Hakeem Kae-Kazim,2
25793,1,Precious,Gabourey Sidibe,0
25793,2,Mary,Mo'Nique,1
25793,4,Ms. Rain,Paula Patton,2
11699,15,Terence McDonagh,Nicolas Cage,2
11699,17,Frankie Donnenfeld,Eva Mendes,2
11699,16,Stevie Pruit,Val Kilmer,3
18239,54,Isabella 'Bella' Swan,Kristen Stewart,0
18239,55,Edward Cullen,Robert Pattinson,1
18239,56,Jacob Black,Taylor Lautner,2
14859,3,Natalie,Elisabeth Harnois,0
14859,4,Raff,Ignacio Serricchio,1
14859,5,Caroline,Jennifer Grey,2
22832,5,Raizo,Rain,0
22832,2,Mika Coretti,Naomie Harris,1
22832,3,Hollywood,Sung Kang,2
33273,1,Malamadre,Luis Tosar,0
33273,2,Juan Oliver,Alberto Ammann,1
33273,3,José Utrilla,Antonio Resines,2
7445,43,Sam Cahill,Tobey Maguire,0
7445,44,Tommy Cahill,Jake Gyllenhaal,1
7445,45,Grace Cahill,Natalie Portman,2
22881,1,Leigh Anne Tuohy,Sandra Bullock,0
22881,6,Michael Oher,Quinton Aaron,1
22881,2,Miss Sue,Kathy Bates,2
22949,1,Dan,Robin Williams,0
22949,2,Charlie,John Travolta,1
22949,3,Ralph White,Seth Green,2
16866,1,Capt. Charles 'Chuck' Baker (voice),Dwayne Johnson,0
16866,2,Skiff (voice),Seann William Scott,1
16866,3,Neera (voice),Jessica Biel,2
34653,4,George Falconer,Colin Firth,0
34653,5,Charley,Julianne Moore,1
34653,6,Kenny Potter,Nicholas Hoult,2
7980,3,Abigail Salmon,Rachel Weisz,0
7980,4,Jack Salmon,Mark Wahlberg,1
7980,5,Grandma Lynn,Susan Sarandon,2
22954,3,Nelson Mandela,Morgan Freeman,0
22954,13,Francois Pienaar,Matt Damon,1
22954,5,Jason Tshabalala,Tony Kgoroge,2
10198,3,Tiana (voice),Anika Noni Rose,0
10198,4,Prince Naveen (voice),Bruno Campos,1
10198,5,Dr. Facilier (voice),Keith David,2
26171,1,Frank Goode,Robert De Niro,0
26171,2,Rosie,Drew Barrymore,1
26171,3,Amy,Kate Beckinsale,2
4597,2,Ty Hackett,Columbus Short,0
4597,4,Baines,Laurence Fishburne,1
4597,5,Dobbs,Skeet Ulrich,2
24438,1,Paul Morgan,Hugh Grant,0
24438,2,Meryl Morgan,Sarah Jessica Parker,1
24438,29,Emma Wheeler,Mary Steenburgen,2
19995,242,Jake Sully,Sam Worthington,0
19995,3,Princess Neytiri,Zoe Saldana,1
19995,25,Dr. Grace Augustine,Sigourney Weaver,2
10197,15,Lilli,Judi Dench,0
10197,3,Guido Contini,Daniel Day-Lewis,1
10197,4,Luisa Contini,Marion Cotillard,2
22897,2,Jane Adler,Meryl Streep,0
22897,4,Jake Adler,Alec Baldwin,1
22897,5,Adam Schaffer,Steve Martin,2
10528,30,Sherlock Holmes,Robert Downey Jr.,0
10528,4,Dr. John Watson,Jude Law,1
10528,3,Irene Adler,Rachel McAdams,2
25196,3,Bad Blake,Jeff Bridges,0
25196,2,Jean Craddock,Maggie Gyllenhaal,1
25196,1,Tommy Sweet,Colin Farrell,2
23398,1,Toby,Zachary Levi,0
23398,2,Ian,David Cross,1
23398,3,Dave,Jason Lee,2
26123,1,Mr. Levenstein,Eugene Levy,0
26123,2,Rob,Bug Hall,1
26123,3,Nathan,Kevin M. Horton,2
25769,1,Danny Green,Lou Taylor Pucci,0
25769,2,Brian Green,Chris Pine,1
25769,3,Bobby,Piper Perabo,2
23963,1,Grant Mazzy,Stephen McHattie,0
23963,2,Sydney Briar,Lisa Houle,1
23963,3,Laurel-Ann Drummond,Georgina Reilly,2
22327,1,Nick Twisp,Michael Cera,0
22327,3,Jerry,Zach Galifianakis,1
22327,4,Paul Saunders,Justin Long,2
19901,3,Edward Dalton,Ethan Hawke,0
19901,4,Charles Bromley,Sam Neill,1
19901,5,Lionel 'Elvis' Cormac,Willem Dafoe,2
28178,1,Parker Wilson,Richard Gere,0
28178,2,Cate Wilson,Joan Allen,1
28178,3,Carl,Jason Alexander,2
25195,1,Anna Brady,Amy Adams,0
25195,2,Declan,Matthew Goode,1
25195,6,Jeremy,Adam Scott,2
20504,1,Eli,Denzel Washington,0
20504,2,Carnegie,Gary Oldman,1
20504,4,Solara,Mila Kunis,2
33613,1,Mikael Blomkvist,Michael Nyqvist,0
33613,2,Lisbeth Salander,Noomi Rapace,1
33613,6,Erika Berger,Lena Endre,2
21575,1,Malik El Djebena,Tahar Rahim,0
21575,2,César Luciani,Niels Arestrup,1
21575,3,Ryad,Adel Bencherif,2
2395,15,Asterix,Clovis Cornillac,0
2395,16,Obelix,Gérard Depardieu,1
2395,17,Troubadix,Franck Dubosc,2
13855,1,Jung-Ho,Kim Yoon-seok,0
13855,2,Ji Young-Min,Ha Jung-woo,1
13855,3,Mi-Jin,Seo Young-hee,2
33511,1,John Lennon,Aaron Taylor-Johnson,0
33511,5,Julia Lennon,Anne-Marie Duff,1
33511,2,Mimi Smith,Kristin Scott Thomas,2
22894,1,Michael,Paul Bettany,0
22894,2,Bob Hanson,Dennis Quaid,1
22894,5,Gabriel,Kevin Durand,2
13477,1,Nick Beamon,Josh Duhamel,0
13477,2,Beth Harper,Kristen Bell,1
13477,15,Celeste,Anjelica Huston,2
12201,2,Thomas Craven,Mel Gibson,0
12201,3,Darius Jedburgh,Ray Winstone,1
